date,EE_RSTAK_NAM,EE_RSTAL_NAM,EE_RSTAR_NAM,EE_RSTAZ_NAM,EE_RSTCA_NAM,EE_RSTCO_NAM,EE_RSTCT_NAM,EE_RSTDC_NAM,EE_RSTDE_NAM,EE_RSTFL_NAM,EE_RSTGA_NAM,EE_RSTHI_NAM,EE_RSTIA_NAM,EE_RSTID_NAM,EE_RSTIL_NAM,EE_RSTIN_NAM,EE_RSTKS_NAM,EE_RSTKY_NAM,EE_RSTLA_NAM,EE_RSTMA_NAM,EE_RSTMD_NAM,EE_RSTME_NAM,EE_RSTMI_NAM,EE_RSTMN_NAM,EE_RSTMO_NAM,EE_RSTMS_NAM,EE_RSTMT_NAM,EE_RSTNC_NAM,EE_RSTND_NAM,EE_RSTNE_NAM,EE_RSTNH_NAM,EE_RSTNJ_NAM,EE_RSTNM_NAM,EE_RSTNV_NAM,EE_RSTNY_NAM,EE_RSTOH_NAM,EE_RSTOK_NAM,EE_RSTOR_NAM,EE_RSTPA_NAM,EE_RSTRI_NAM,EE_RSTSC_NAM,EE_RSTSD_NAM,EE_RSTTN_NAM,EE_RSTTX_NAM,EE_RSTUT_NAM,EE_RSTVA_NAM,EE_RSTVT_NAM,EE_RSTWA_NAM,EE_RSTWI_NAM,EE_RSTWV_NAM,EE_RSTWY_NAM
1973,111.2462659,1097.627806,593.7684666,659.7309036,7478.957541,875.493335,1207.439818,574.1485751,224.95598,2563.177827,1688.714102,315.9133776,938.6771529,241.503242,4390.451397,1925.044169,748.6328691,989.4821964,1167.67629,2258.299137,1404.114783,338.3030263,3131.268345,1379.568786,1713.143962,656.3691301,216.4368754,1916.788334,180.6438876,521.0572922,277.5356916,2645.297676,337.0973374,235.1002166,6929.616133,3954.95699,842.9325188,784.2967453,4386.247436,351.3489601,931.3109424,190.5001183,1444.134281,4099.606914,403.5176035,1652.035827,154.7239195,1160.361969,1595.730948,543.2643357,125.2141867
1974,120.309159,1129.343073,613.2484599,700.1596403,7730.363905,920.8356319,1227.861128,575.7789735,228.864837,2688.820442,1744.049311,327.6827092,962.398178,253.2030698,4439.449528,1954.076533,772.6895698,1018.699093,1214.14936,2293.120078,1441.184837,345.5436666,3177.873309,1421.604824,1741.878465,679.3103756,224.2025901,1973.184709,188.2060972,535.0369757,288.0480143,2690.153867,352.2191588,250.7035768,6936.43397,4008.403917,876.7372972,812.7531654,4427.831968,356.0667511,964.0776235,196.3592409,1485.506967,4298.375015,420.8239388,1711.088287,159.6180854,1201.177587,1632.771415,554.1879721,133.6359371
1975,129.5735712,1160.89287,632.3594059,741.8859554,7994.245021,966.9008665,1249.400056,577.8267028,232.4757006,2815.392245,1799.827233,339.1037485,984.6863257,264.6760521,4484.580647,1980.392657,797.1406731,1046.386872,1261.935315,2330.885865,1476.654222,353.1712137,3220.573234,1463.574744,1770.452698,701.274665,231.9018184,2028.727679,195.92155,548.3424277,299.4515038,2735.20245,367.9291572,267.3069084,6943.783393,4055.691525,911.7696596,841.0918137,4464.848646,360.9053499,996.2804423,202.078728,1524.850695,4507.473563,438.558286,1769.580773,164.7470429,1245.431945,1669.103455,564.6096393,142.6384176
1976,138.6524472,1192.153718,651.1046834,785.3084036,8271.063741,1013.639223,1272.782444,580.4332895,236.0375081,2945.679016,1857.598794,350.1948079,1005.003926,275.6057982,4526.326038,2004.657795,821.4525667,1072.503467,1310.149177,2372.872728,1511.374983,361.2697923,3260.233077,1505.450688,1799.444986,722.2042695,239.3152525,2084.721414,203.5848439,560.8894051,311.9015166,2782.268093,384.0046363,284.8584343,6958.014652,4098.07347,947.6607646,868.998682,4498.588268,366.0705455,1028.180757,207.5573324,1562.674085,4725.341935,456.5526192,1828.310803,170.1600952,1292.703441,1704.711671,574.2437473,151.9439565
1977,147.2929957,1222.587211,669.197077,830.6116799,8558.157469,1060.715876,1298.355133,583.6809929,239.7344395,3082.294613,1917.974647,360.9991624,1022.703446,285.6321573,4564.09418,2026.710271,844.9482312,1096.756941,1357.474613,2419.413043,1546.092623,369.7748145,3295.975058,1546.894054,1828.664131,741.7527134,246.2035663,2141.363804,210.9813616,572.5572406,325.3368941,2832.404439,400.1226085,303.1523085,6983.856163,4135.78149,983.7500742,895.8188439,4529.554148,371.5430732,1059.575124,212.6900193,1598.863251,4948.988773,474.5633292,1887.673085,175.835075,1342.118157,1739.203632,582.7376095,161.2084982
1978,155.482901,1251.550404,686.3133246,877.6263954,8850.074967,1107.474608,1325.90514,587.5927394,243.7422997,3226.485104,1981.028459,371.5121388,1037.209312,294.4229203,4596.990291,2046.011832,866.9761218,1118.873324,1402.390798,2469.868455,1581.259894,378.580995,3326.319071,1587.125731,1857.599481,759.4864783,252.3292813,2198.499527,217.910637,583.1963727,339.5524626,2885.823453,415.9090396,321.8091003,7023.606198,4168.44359,1019.073443,920.6353864,4557.665715,377.1959629,1090.208287,217.4001807,1633.158565,5174.146297,492.276281,1947.74522,181.6852141,1392.33114,1771.881789,589.808102,170.0195474
1979,163.3119176,1278.510479,702.2101931,925.8000443,9139.475427,1152.843045,1354.74893,592.0726455,248.1625495,3377.79461,2046.431148,381.6950724,1048.234919,301.7445567,4624.165648,2062.197124,886.979211,1138.680077,1443.110161,2522.732481,1616.979624,387.5703,3350.152255,1625.278668,1885.609746,774.9645189,257.4988834,2255.771622,224.1833906,592.7466676,354.2656794,2941.997052,431.0006696,340.3698561,7076.904466,4195.370958,1052.381223,942.552208,4582.511858,382.8778139,1119.805244,221.6403086,1665.316767,5395.226843,509.375706,2008.446079,187.5893936,1441.775254,1801.957559,595.3037246,177.9145238
1980,170.8739708,1303.373118,716.9403165,974.4988568,9420.742288,1195.833065,1383.998916,596.9979002,253.0572264,3535.237403,2113.984349,391.5151771,1056.003566,307.5863068,4645.702623,2075.742672,904.6667106,1156.306926,1478.038224,2576.545953,1653.18304,396.6928859,3368.31856,1660.886556,1912.48364,788.0649248,261.6455655,2313.087132,229.6622363,601.2350277,369.2264771,3000.209921,445.1891478,358.4525315,7142.186613,4216.731348,1082.285036,961.2448532,4603.840808,388.5012655,1148.365907,225.4468928,1695.67101,5606.384282,525.705073,2069.818078,193.4646423,1489.408052,1829.17454,598.7588962,184.5056515
1981,178.2138668,1326.748893,730.9562266,1023.525063,9692.084236,1235.850114,1413.000024,602.3119664,258.5077425,3697.808807,2184.049384,401.0767158,1061.380204,312.2139651,4663.625935,2088.686032,920.2560399,1172.701796,1506.050407,2630.151377,1690.180574,406.0222061,3384.409415,1694.382301,1938.979779,799.1891407,264.8385318,2371.281386,234.3089545,608.9398889,384.3091316,3060.082773,458.4761169,376.0153832,7217.747243,4235.159804,1107.579686,977.2383445,4622.922677,394.0951794,1176.313136,228.9700204,1725.482281,5802.904216,541.4030935,2132.407176,199.3070953,1535.176336,1854.336754,600.2109985,189.5320097
1982,185.2606721,1349.83265,745.0060521,1073.112903,9955.975534,1272.73931,1441.474187,608.0783275,264.6289377,3865.051772,2257.325735,410.6488001,1065.837748,316.1034633,4682.182273,2103.698333,934.3949513,1189.282546,1526.721748,2682.977801,1728.646826,415.733785,3403.245061,1727.095942,1966.461944,809.1989618,267.2765308,2431.850839,238.1967028,616.4243366,399.480654,3121.482224,471.0463283,393.3791427,7301.997091,4255.041055,1127.450132,991.9872558,4642.523171,399.7344042,1204.490133,232.4583093,1756.552856,5981.593405,556.8504285,2197.241149,205.1632409,1580.156826,1879.273478,600.1318241,192.8956208
1983,191.8723145,1374.055742,759.9123595,1123.72737,10217.1326,1306.702269,1469.245342,614.4593477,271.5005745,4037.10216,2334.534386,420.5827741,1071.074311,319.8565933,4705.849069,2123.592841,948.0136367,1207.647014,1540.59478,2734.579758,1769.384593,426.0049251,3429.552647,1760.796696,1996.407116,819.1362921,269.2719257,2496.441134,241.4665495,624.3400574,414.6909641,3184.115059,483.205772,411.1473877,7393.14042,4281.319236,1141.786533,1007.382778,4666.130767,405.5058369,1233.917966,236.1946774,1790.86319,6141.785568,572.511708,2265.423701,211.0994969,1626.14548,1906.110622,599.2930558,194.7151872
1984,197.9041152,1400.496197,776.2356548,1175.490323,10479.19111,1338.421214,1495.892681,621.5046075,279.1181258,4213.636318,2415.675066,431.160494,1078.426629,323.9921125,4738.332932,2150.339842,962.0193384,1229.037213,1549.233819,2783.885004,1812.478201,436.8475909,3466.071869,1796.95482,2029.722658,829.9290459,271.1243144,2565.804406,244.3245958,633.2074946,429.7651752,3246.872243,495.2589748,430.0299046,7488.351525,4317.679066,1151.614546,1024.968228,4696.599712,411.3680304,1265.253806,240.4024592,1829.794205,6286.321488,588.8680577,2337.237125,217.1436484,1674.814685,1936.663359,598.582058,195.335455
1985,203.2756721,1429.435485,794.1493202,1227.79835,10741.12739,1368.550345,1520.404944,628.9970943,287.345059,4392.521567,2499.585159,442.5239882,1088.635694,328.9092123,4780.868979,2184.396692,976.9091627,1253.943686,1554.313233,2828.729496,1857.013132,448.0406979,3512.584898,1836.028603,2066.246863,842.0707745,273.1025755,2639.289376,246.9772774,643.2876908,444.2784908,3307.425589,507.3664059,450.5360057,7582.602293,4364.938076,1158.188966,1045.614098,4734.441943,417.0654792,1298.41764,245.1990429,1873.599197,6417.894093,606.2164861,2411.705477,223.2354855,1727.018377,1971.69176,598.5602646,195.1390186
1986,208.0545419,1460.771117,813.7603815,1279.905138,10999.23187,1398.07865,1541.659945,636.5347491,295.9596602,4571.339868,2584.7923,454.6336802,1102.193233,334.9721628,4833.187,2225.44635,993.036022,1282.365604,1557.798052,2866.960343,1901.562085,459.2626855,3567.321187,1878.086788,2105.403794,855.8797388,275.4913446,2715.883724,249.6537841,654.6626137,457.7524628,3363.37219,519.6699445,473.0287043,7670.286099,4422.242003,1163.059439,1069.782194,4778.875402,422.2629977,1333.095919,250.6847916,1922.000515,6540.160096,624.8323214,2487.163443,229.2633621,1783.120342,2011.461257,599.640289,194.5011178
1987,212.4675249,1494.148245,835.0873714,1331.411386,11248.69772,1428.423614,1558.725446,643.6395423,304.7157648,4747.901965,2670.02127,467.2657538,1119.277615,342.5351423,4894.480092,2272.609805,1010.625737,1314.045703,1562.041175,2897.015357,1944.615628,470.112586,3628.089338,1923.071831,2146.44805,871.5124922,278.5612312,2794.391235,252.5685329,667.4133542,469.7568582,3412.656881,532.3688059,497.7286537,7746.341292,4487.914207,1168.004724,1097.555183,4828.289611,426.6307453,1368.774918,256.9440784,1974.292518,6658.900271,645.0717267,2561.754651,235.0712769,1842.927183,2055.796369,602.0881417,193.805602
1988,216.8148756,1529.083311,858.0592187,1382.449744,11484.04175,1461.117934,1570.912613,649.7890965,313.3286116,4920.200204,2754.39693,480.0140557,1139.617276,351.8276073,4962.754485,2324.533586,1029.73277,1348.422059,1569.290518,2918.096748,1984.707707,480.1568052,3692.961744,1970.56632,2188.602187,889.0237902,282.5309318,2873.466856,255.884403,681.521377,480.0279193,3453.747776,545.682506,524.6872203,7806.954362,4559.800625,1174.623984,1128.647911,4880.375338,429.9412514,1404.794952,264.0044281,2029.497561,6781.095788,667.338542,2633.691099,240.5045953,1905.749301,2104.087001,606.0324306,193.4623098
1989,221.2811735,1564.883277,882.4169783,1433.623749,11700.46684,1497.384073,1578.041353,654.455639,321.5652818,5086.970911,2837.598924,492.3637753,1162.583879,362.8876628,5035.473608,2379.533122,1050.222323,1384.698295,1580.822587,2930.482573,2020.749114,489.0576227,3760.4809,2020.012123,2231.164285,908.2532638,287.5085302,2951.991623,259.693588,696.8190132,488.5823198,3486.132418,559.7338726,553.8154836,7850.268385,4635.723053,1183.859335,1162.471671,4932.695455,432.1127381,1440.461587,271.814925,2086.566072,6911.820815,691.9118899,2701.791234,245.4539696,1970.411824,2155.448093,611.4628821,193.6900234
1990,225.9088491,1600.965268,907.8361132,1485.928439,11896.01642,1538.032313,1580.793452,657.2685061,329.3065707,5248.362409,2920.208932,503.7429612,1187.44091,375.5901378,5110.620342,2436.109506,1071.906272,1422.089811,1597.175981,2936.292918,2052.433562,496.7027502,3829.661689,2070.923449,2273.744399,928.974306,293.5088012,3029.545902,264.0364379,713.1003801,495.8044542,3510.659876,574.5779083,584.9786511,7877.376896,4713.76228,1196.163654,1198.353277,4983.62508,433.266015,1475.29944,280.2546091,2144.679505,7054.431564,718.8575078,2765.789595,249.9190065,2035.538387,2208.950716,618.2788982,194.5739022
1991,230.6415216,1636.951581,933.9529164,1540.663615,12073.24927,1583.575096,1580.692278,658.0754779,336.6016203,5406.446313,3003.489641,513.6710244,1213.58702,389.7049848,5187.205835,2493.314501,1094.641269,1460.045024,1618.218076,2939.507048,2080.528275,503.3493232,3900.390182,2123.002382,2316.371944,950.974777,300.4654341,3106.532144,268.8963666,730.1534049,502.452894,3530.026893,590.2222772,618.1247757,7892.841742,4793.110866,1211.673224,1235.726826,5032.941376,433.773764,1509.21551,289.143371,2203.461651,7210.863038,748.081014,2826.491808,254.0567727,2099.891507,2263.902461,626.3282521,196.1002052
1992,235.4177212,1672.607855,960.4433199,1599.163793,12240.13599,1634.17154,1579.701268,657.0366492,343.6605074,5565.180615,3089.301649,521.8809463,1240.580447,404.9782548,5265.42203,2550.757774,1118.397905,1498.341454,1643.502486,2944.746295,2106.886138,509.5384496,3973.367833,2176.195772,2359.572887,974.0387941,308.2620302,3184.20134,274.2114234,747.8110112,509.4011659,3548.330611,606.6488642,653.4161233,7904.360005,4874.021747,1230.328692,1274.332883,5082.035258,434.2070073,1542.645805,298.2975553,2262.843507,7382.464922,779.3754519,2885.844603,258.103145,2162.884316,2319.881409,635.4849281,198.2114524
1993,240.1805632,1707.616217,986.9117266,1662.389855,12407.5167,1689.436014,1579.568933,654.5023601,350.7432922,5727.904842,3178.718659,528.3639981,1268.018563,421.1129488,5345.509814,2607.762848,1143.051357,1536.63817,1672.350646,2955.406924,2133.452755,515.7627442,4048.546194,2230.259447,2403.566479,997.7027269,316.6985365,3263.177162,279.8766944,765.9225883,517.2422677,3569.206907,623.7253313,691.0497125,7919.501346,4956.423749,1251.941971,1313.884743,5132.526223,435.0360291,1576.026175,307.5180729,2322.271455,7569.862275,812.4070545,2945.608791,262.2194325,2224.324033,2376.339621,645.557628,200.8421617
1994,244.8979856,1741.473714,1012.868106,1730.433041,12585.57115,1748.33117,1581.399775,650.9655841,358.0034301,5896.104714,3271.325358,533.3566414,1295.415933,437.7782855,5426.503849,2663.166666,1168.329822,1574.459827,1703.713962,2973.046733,2161.638871,522.3264372,4124.649141,2284.596277,2447.978242,1021.221557,325.5592797,3343.118264,285.7541512,784.2594154,526.2071858,3594.90935,641.1578522,730.9344004,7943.370828,5039.223485,1276.05269,1353.815375,5185.34242,436.5410437,1609.454014,316.6058591,2380.723441,7771.783502,846.5953005,3006.742738,266.4689126,2284.272033,2432.409338,656.2512041,203.9197367
1995,249.5531208,1773.561231,1037.73631,1802.413698,12780.47494,1809.3523,1585.689602,647.0842715,365.4779434,6069.455906,3365.340243,537.2496979,1322.102936,454.6033541,5506.265705,2715.453545,1193.741986,1611.136699,1736.16434,2997.437453,2192.1107,529.3571313,4199.119085,2338.336535,2491.83303,1043.677238,334.6036011,3422.841533,291.6859984,802.458546,536.2164835,3626.318439,658.5513469,772.5885469,7978.288501,5119.949325,1301.965056,1393.280899,5240.517732,438.8349052,1642.722452,325.3576685,2436.770695,7985.10339,881.1335981,3069.363722,270.8276687,2342.694449,2487.013411,667.1749327,207.3651592
1996,254.1751214,1803.187916,1060.935511,1876.871837,12993.43994,1870.704384,1592.27923,643.5697162,373.0808202,6246.445043,3458.304561,540.4984228,1347.332793,471.2844608,5582.059908,2763.201134,1218.624233,1645.929459,1768.23554,3027.06235,2224.973068,536.8681651,4268.703948,2390.427534,2533.900919,1064.31951,343.5962494,3500.704671,297.5238991,820.1144393,547.0036527,3663.133582,675.5391571,815.3691683,8024.312706,5195.614408,1328.774749,1431.26128,5297.29262,441.913057,1675.409082,333.613197,2488.973213,8205.080886,915.1374023,3133.015594,275.228095,2399.280697,2538.967592,677.9285779,211.1282136
1997,258.8036085,1829.822305,1082.102516,1952.156336,13221.01428,1930.615881,1600.675573,641.0803698,380.6612691,6424.951192,3547.709156,543.5835745,1370.509696,487.6278783,5651.33233,2805.480547,1242.282532,1678.210416,1798.608683,3059.73731,2259.953695,544.8023055,4330.20246,2439.85122,2573.020651,1082.626338,352.3729369,3574.955965,303.1646567,836.874969,558.2080201,3704.340999,691.9331111,858.6093949,8079.997899,5263.508379,1355.509801,1466.750676,5354.527366,445.6955936,1706.911269,341.2975641,2536.256287,8426.480908,947.8108322,3196.945566,279.5903087,2453.500245,2587.346504,688.1961546,215.2040327
1998,263.4554523,1853.044054,1101.036779,2026.717353,13456.16668,1987.359203,1610.042757,640.1339865,387.9986907,6602.49897,3631.283824,546.937927,1391.191507,503.4790348,5711.679243,2841.517887,1263.996605,1707.364583,1826.157534,3092.8346,2296.281571,552.960638,4380.497312,2485.655265,2608.073962,1098.217494,360.8424138,3643.743656,308.5448353,852.4568645,569.405876,3748.102579,707.6586455,901.6746658,8142.104408,5321.099738,1381.257492,1498.932632,5410.436328,450.000479,1736.455289,348.380757,2578.017474,8643.424562,978.5616329,3259.961695,283.8201466,2504.490758,2631.292089,697.7283916,219.5974674
1999,268.1194869,1872.672596,1117.637727,2099.213482,13689.54373,2039.380606,1619.412152,641.002517,394.8528725,6776.25948,3707.008272,550.9224186,1409.026993,518.7240795,5761.022596,2870.764451,1283.141352,1732.877869,1850.020768,3123.788113,2332.897146,561.018225,4417.01117,2526.895828,2638.315378,1110.840485,368.9537006,3705.502423,313.6373524,866.6561056,580.1324305,3792.124796,722.7098656,944.1093259,8206.204583,5366.283901,1405.25401,1527.403186,5463.004588,454.5847211,1763.221307,354.8507875,2613.847767,8850.586145,1007.126441,3320.825585,287.7945418,2551.457893,2669.918828,706.3540565,224.3083279
2000,272.7969916,1888.837925,1131.916421,2168.716146,13911.46636,2085.526752,1627.959696,643.679572,401.0126155,6943.664838,3773.489367,555.7606084,1423.889006,533.2843715,5798.079545,2892.997357,1299.396705,1754.398537,1869.784488,3150.441394,2368.664057,568.5965226,4437.966726,2562.899515,2663.378688,1120.456645,376.695394,3759.259512,318.4786775,879.3431033,590.0058351,3834.009101,737.1662907,985.4769733,8267.716731,5397.731288,1427.099962,1552.179048,5510.398867,459.1823232,1786.666931,360.7068597,2643.615988,9044.518711,1033.553278,3378.287218,291.3932265,2594.043405,2702.54628,713.968633,229.3334502
2001,277.4780512,1902.051308,1144.027543,2234.74063,14113.55904,2125.250499,1635.176212,647.878737,406.3601917,7102.640563,3830.174896,561.4958312,1436.014126,547.129029,5822.693022,2908.580079,1312.811183,1771.890072,1885.416589,3171.240109,2402.57897,575.3628044,4442.543562,2593.317974,2683.433527,1127.353901,384.1115534,3805.157143,323.1249062,890.4987075,598.7679167,3871.826698,751.1063411,1025.560113,8323.317111,5415.140479,1446.78142,1573.614898,5551.353838,463.5184412,1806.769559,365.9816699,2667.596479,9224.261448,1058.169898,3431.562324,294.510987,2632.492468,2728.977814,720.5460639,234.6705865
2002,282.1417803,1913.226632,1154.390612,2297.51206,14291.56559,2158.963435,1641.031921,653.2658019,410.9197472,7252.289528,3878.000748,568.1018157,1446.055044,560.3333264,5836.45816,2918.843116,1323.78334,1785.941973,1897.352119,3185.76051,2434.141907,581.1583791,4431.760593,2618.507859,2699.365742,1132.153616,391.3342845,3844.630939,327.6793475,900.3243372,606.356444,3904.737697,764.6167743,1064.360481,8372.208816,5419.966742,1464.653452,1592.461627,5585.857186,467.3994079,1824.263919,370.8188457,2686.902422,9391.980362,1081.599525,3480.782759,297.1186778,2667.99182,2749.842338,726.2066059,240.3461548
2003,286.7605132,1923.405271,1163.554871,2357.823154,14447.22523,2188.189645,1645.818285,659.4987692,414.8488259,7392.983198,3919.319067,575.5493326,1454.854312,573.1112479,5842.513166,2925.402169,1333.052613,1797.430839,1906.402962,3195.220446,2463.336104,585.9969271,4407.792296,2639.541643,2712.497844,1135.514612,398.5055771,3880.208956,332.2770613,909.1814243,612.9575066,3932.753943,777.8242843,1102.14121,8416.415768,5414.835938,1481.541316,1609.793972,5615.148059,470.7243715,1840.145043,375.4161981,2702.983035,9553.099841,1104.685685,3526.907757,299.2620431,2702.348276,2766.367982,731.1700551,246.4078673
2004,291.3201662,1933.322335,1171.966658,2416.174511,14583.95254,2214.592579,1649.991444,666.3059833,418.2747744,7524.634143,3956.304988,583.668134,1463.090927,585.6114445,5843.824661,2929.335506,1341.437612,1807.120847,1913.316481,3201.335163,2490.425375,589.9695452,4372.862544,2657.47772,2724.06569,1137.977174,405.7100786,3914.246935,337.0153141,917.4191573,618.8006295,3956.527904,790.8183976,1138.895831,8458.193799,5402.154264,1498.370731,1626.434059,5640.745032,473.4324864,1855.108324,379.9363496,2716.855512,9713.298471,1128.112904,3570.815724,301.0066406,2736.918734,2779.643452,735.6691415,252.9019745
2005,295.8140505,1943.228878,1179.84076,2472.411497,14704.49285,2239.34679,1653.857357,673.472801,421.2224511,7646.101103,3990.260455,592.210479,1471.100347,597.8634545,5842.359138,2931.156373,1349.505416,1815.479869,1918.770008,3205.479702,2515.567176,593.1853607,4328.820286,2673.113069,2734.828155,1139.847444,412.9513804,3948.057533,341.9406017,925.2899105,624.0367627,3976.606507,803.6093975,1174.31446,8499.074586,5383.564555,1515.678007,1642.722072,5663.708198,475.4906632,1869.509706,384.4767607,2728.967215,9876.334838,1152.141857,3612.723988,302.3944074,2772.277608,2790.359774,739.8208944,259.8106482
2006,300.2342758,1952.907734,1187.2013,2525.795733,14810.16893,2262.997906,1657.499068,680.8285192,423.7079665,7755.704475,4021.573363,600.8719452,1478.917119,609.7597021,5838.883841,2930.994661,1357.488731,1822.694567,1923.50471,3208.473751,2538.865707,595.7938056,4277.179847,2686.79789,2744.97246,1141.260791,420.1699732,3981.665934,347.0352668,932.9018666,628.7828501,3993.413403,816.1373837,1207.918257,8539.664866,5360.114105,1533.518744,1658.479853,5684.512203,476.9164874,1883.312047,389.0565285,2739.385953,10043.17354,1176.614085,3652.49472,303.4582143,2808.226124,2798.854539,743.6656519,267.0560406
2007,304.5778111,1961.960444,1194.003991,2575.601727,14902.00366,2285.689086,1660.857049,688.2607068,425.7632065,7852.819645,4050.099,609.4000054,1486.455787,621.1579765,5833.310424,2928.899698,1365.418205,1828.810803,1928.382057,3210.589203,2560.407497,597.9334584,4219.564348,2698.634255,2754.370541,1142.296107,427.2828336,4014.404748,352.2452461,940.3033091,633.1354677,4007.359175,828.2973616,1239.435236,8579.752632,5332.55456,1551.630764,1673.386026,5703.282608,477.7826382,1896.242109,393.6459824,2748.073861,10212.35585,1201.117714,3690.00685,304.2419881,2844.140733,2805.396741,747.194543,274.5021972
2008,308.8632829,1970.204476,1200.317535,2622.137027,14982.61021,2307.482512,1663.856778,695.7106476,427.4879778,7939.642954,4076.041925,617.685413,1493.689722,632.0444704,5825.611703,2925.189866,1373.208604,1834.007495,1933.426468,3211.908211,2580.572417,599.7459593,4157.862111,2709.013255,2763.000612,1142.99068,434.2442389,4045.516925,357.5161235,947.521503,637.206363,4019.204273,840.0939629,1269.197227,8618.846226,5301.933427,1569.756699,1687.314416,5720.306853,478.2216296,1908.180536,398.2058865,2755.252216,10381.80326,1225.299727,3725.621364,304.8160732,2879.484624,2810.384829,750.4660403,282.0176034
2009,313.1215392,1977.881691,1206.348593,2666.816166,15057.10373,2328.646474,1666.534166,703.1570182,429.0294545,8021.271548,4100.414703,625.7899215,1500.69174,642.6167963,5816.459388,2920.548548,1380.849508,1838.673452,1938.533544,3212.618039,2600.007264,601.384614,4094.105816,2718.561638,2771.150182,1143.441835,441.1006379,4075.273369,362.7970306,954.60168,641.1329291,4029.881556,851.6718458,1298.050712,8656.935465,5269.662668,1587.775875,1700.581986,5736.254553,478.4471496,1919.441547,402.7245452,2761.501555,10550.39275,1249.18093,3760.170176,305.2763944,2914.193579,2814.463285,753.5866709,289.5287224
